Lable,Topic,Text
2,Very Good Mystery,"Respectfully, I wish to disagree with Harriet Klausner. This is not a cozy mystery. It is a thoughtful mystery by a thoughtful writer who is the Anne Perry of the contemporary eastern old money establishment, a chronicler of the mores and social rules that bind this elite community of the privileged. It is well written and well plotted. It is sedate, which is a perfect match for the environment in which the murder and its resolution occur."
2,Great King Triton Wig for Little Mermaid !,This is the only wig that came close to what I was looking at for Great King Triton in Little Mermaid.
2,Toy Review,Darkseid is a really cool superman villain and lots of fun to play with. However whats in the picture isnt really what you get. The actual color is black instead of blue. He also comes with sum gear which i think is kind of annoying. still its pretty cool and fun to lay with 4 outta 5.
2,Civ IV to the enth degree,"Better graphics, bigger action, and great generals and leaders and cool special buildings for your Civ!"
2,A Civ addict's fix,"An interesting update to CivIV. The biggest change is not the addition of ""great military leaders"" but the reduction in the impact of many civ-specific units."
2,creative for lunchbag,"My kids are very tired of the same lunchbags everyday, so this was a Godsend. They loved the variety and I loved not having to think every day what to put in their lunchbags! The recipies are very easy and fun to make. My kids love to prepare them with me. We go to the supermarket together and prepare some in anticipation. The color pictures help a lot, because you know what they are supposed to look like and they make it easier for my kids, so they can prepare them for themselves. The information is accurate and easy. I only wish it had more!!!"
2,Even If You Have All His Albums...,"There is the beautiful book cover in purple, there are the lyrics printed in verse format...but mostly , there are the scrawling, handwritten notations of a [pick your adjective]madman/poet/devout/philosopher/philanderer.And the drawings Nick Cave makes...oh my, he seems to be at war with himself and that is Really interesting. You will enjoy seeing different lyric versions, and his writing in progress as things get crossed out and then re-written. This book is definitely a must have for the Nick Cave devotee."
2,great for special ed and general ed students,the book was very helpful with my special ed. students and with the general ed. class. great for modifications with special ed. students.
2,A classic.,"I bought this book to give to a friend, in the hopes that it will help her as much as it has helped me, over the years."
2,A wonderful escape.,"Luchbreaks, train journeys, bus rides spent with tribes, gorrillas, armies and cats. What a colourfully bizarre imagination you have Mr de Bernieres."
2,practical and straightforward,"An amazing book! If anyone wants the real deal on Islam, and doesn't have time to wade through all the mumbo jumbo and politics that many books confuse Islam with, then this is the book you need to read. It's a simple read, and it's loaded with all the basics that you need in a metaphorical, yet practical and straighforward way."
2,Fun and Entertaining for toddler to teen,"I LOVED this game when I was a teen, I would spend countless hours ""breeding"" and ""showing"" these Dogz and now my 4yo (who is very active and rarely sits still and quiet for long)will spend up to 2hrs playing with, ""dressing"", and ""painting"" her Petz. It's also great because it helps her with fine motor skills. Sure the graphics aren't as good as some of the new games(and there not bad considering how old this game is) but you can do so much more with this one which is ideal for keeping older kids entertained."
2,Fun for all ages!,"It's a real fun game for my 12 year old and my 4 year old. They can have as many virtual pets as they want and they love choosing between cats and dogs. Several months after first playing it they're still finding new surprises and enjoying watching their pets learn and change. Every once in a while the game crashes though... I've yet to discover why, though. It never happens when I'm watching and the kids can't seem to tell me what they were doing with the game at the time it crashes so trouble-shooting it has been tricky where that's concerned. Could be a game glitch, could be something my kids are doing (too many pets moving around at once or something?). But in all this game's worth the price. Loads of fun."
2,Great but....,"I think Petz is great, but there is One problemo. My dad has PC, ok big woop. But I can only use PEtz on a PC! Since my parnets are divorced they live sperately, meaning that my mom has a macintosh computer! I live with my mom most of the time, so I dont get to play PEtz for most of the week. So i say, that Petz, as well as, Dogz, Catz, and Babyz be compatible with macintosh computers."
2,Pretty Good,"This game is so fun. You learn many lessons on how to rise pets. The babies are so CUTE!!!! There is just one problem. After two or three weeks, it stops working! Mabey this is just my computer, but be careful!"
2,Best Game in the world!,"I am 12 years old(Going on 13) And I LOVE this game. It teaches responsibilty and you have fuun at the same time. ITS ADDICTING! The game is fun, but the really fun partt is going on-line and dowloading clothes, toys, breedz and other cool stuff! My 4 year old brother even likes this game! Its really fun if you get both (catz and dogz) and see them interact. I like it a lot better than petz 4! Hope you buy this product-addicted to Petz 5"
2,Keeps them happy!,"The Catz Game has been a favorite for children in our family for years. Now with the Dogz added, what could be better?"
2,simple but fun,"Basically, you raise and care for virtual pet dogs or cats. Both of my daughters, ages 3.5 and 9, love this game. The 9 year old understands it better and is able to play it the way it is intended to be played, but the 3.5 year old still likes to get on the computer and play with the cute little dogs. It is a simplistic game, but the animals are cute. Nothing challenging here- you feed, exercise, and groom your virtual dogs/cats on a daily basis. If you don't regularly care for them, they run away. They can fall in love and have puppies/kittens. Again, nothing challenging, but both of my daughters enjoy this game a lot."
2,my review,"I was thinking a while ago about this game that I played when I was younger. I really liked it then, and wish that I had owned it. So I went online to see if they still made it, AND THEY DID!! I bought it immediently, and when I got it last month I haven't stopped playing it!! It is a good game, and its good for kids because it teaches them how to take care of pets. Anf not to mention, they are so damn cute!"
2,Good but was expecting more from TKC!,"I won't be all negative about it since this set DOES have some good beats although I was expecting a lot better from TKC. With over 100 trackz you would think you can't go wrong but to me, 70% of it was stuff I've already heard and the mixin' of it wasn't exactly giving it a ""new face""...just same ol' stuff. It all depends on what u like, what your style is, etc. Get it as it does have some good stuff but it's not an absolute best as you would expect from TKC as seen on his other CDs but then again, they weren't from the ""Mixing It Up"" series. I've heard A LOT of peoplez telling me this CD (both of 'em!) is of da hook but I was expecting more. Get it and check it yourself...I'm sure you'll like [at least half of] it! ;)"
2,Explodes a couple of myths,"My great uncle was an air gunner in 141 Squadron and his picture is in the book, so this was a must have. despite the family connection, there was plenty still to learn and Alec Brew skillfully explodes some myths, one of them being that the German pilots did not know what the Defiant was until after Dunkirk. He also goes into detail on other Turret Fighters and the real reason becomes plain why the design failed."
2,I'm in love,"I love this book! If you have an interest in military history- on the subject of aircraft, this is one great book. Expensive, but worth it."
2,"I'm getting OLD - Okay, now move on!","Excellent book! Gail breaks down the stages of this adult hood. Some of the things we complain our parents never told us about? Gail explains much of it, including the subtle internal changes adults feel, and wonder if they should disappear from society and become a recluse.The book presents explanations of the changes we experience as an adult and using common sense language."
2,A Must Read,This book is in the top five of my favorites. It helped me understand different stages of life and what to expect as we age and mature. I read it for the first time in my 30's and now in my 50's I'm reading it again and still picking up new nuggets of valuable information. This book should be mandatory reading for every woman.
2,"Leapster, excellent alternative to Game Boy","My 5 year old has been begging for a Game Boy, but I am reluctant because I would like to see him use his free time for something more educational...so I bought the Leapster and WE LOVE IT!!! It fullfills his need for a handheld game while at the same time meeting all my ""educational"" requirements. He is able to use it without help (after a month or so of practice), and his 3 year old sister can even manage some of the more simpler games. We bought Dora's Wildlife Rescue, as well as Spiderman, and Kindergarten. The only one I wouldn't recoomend is The letter Factory, and ONLY if like me you already own the DVD and the Leapster game will then be boring. This is a must have for kids going into, or already in kindergarten. My only complaint, if you can call it that, is that the screen tends to get scratched the more we use it. Still, even knowing that in a year or so we might need a new one, I WOULD STILL make purchase!"
2,Greatest toy ever,"this toy has been in our house for over a year. My now 5 year old daughter still picks it as her favorite toy. Anytime a long car ride is in order, the leapster comes with us. It is the greatest learning tool, the kids do not even realize they are learning. I recommend getting the rechargable battery with the charger base to go with it"
2,My four-year-old is in love,I bought this for my four-year-old son for his birthday. He absolutely adores the system. His teenaged cousins love it too. I view it one of my best investments in my child's entertainment because it is educational and fun as well.
2,MUST HAVE!!!,"I bought this as a Christmas present when my son was 4 yrs. old -- he's 5 now. He absolutely loves it and has quickly learned how to navigate everything on his own, which isn't really surprising as he's very tech savvy. The games are extremely educational (I tested it out myself!), but fun at the same time so there is NO way kids would get bored playing it. He's got every game except for the ones designed for girls. He's still in kindergarten, but he often plays with the cartridges at the 1st grade level. I definitely would recommend this toy to all parents. Most parents complain about the price, but I still think it's worth buying because it teaches kids so much. But still, it's a shame it's practically half the price I paid for it because it is so affordable now and it even comes in new colors."
2,LEAPSTER IS IN A LEAGUE OF ITS OWN!,"I BOUGHT THE LEAPSTER THIS YEAR, AND MY 6 YR. OLD LOVES THIS! SHE GOT THE PIXTER LAST YEAR, AND LOVED IT ALSO, BUT IT CANNOT TOUCH THE LEAPSTER. SHE EVEN WANTED TO TAKE IT TO THE MOVIES (GO FIGURE?)I BOUGHT HER JUST ABOUT ALL OF THE CARTRIDGES, THAT WERE FOR GIRLS, AND SHE CANNOT PUT IT DOWN LONG ENOUGH TO SWITCH GAMES. SPONGEBOB SEEMS TO BE HER FAVORITE SO FAR, MAYBE SHE WILL OPEN UP THE OTHER NINE SOMEDAY.THE SCREEN IS MAGNIFICENT, AND IT IS LARGE ENOUGH TO SEE WITHOUT STRAINING YOUR EYES. THIS IS A MUST HAVE FOR THE EASILY DISTRACTED CHILD, WILL KEEP THEM OCCUPIED FOR HOURS! SERIOUSLY, MY DAUGHTER PUTS IT DOWN TO EAT AND POTTY."
2,peace and quiet,"I bought 3 Leapsters for my 5 year old daughter and 3 year old boy/girl twins. I knew it would be a hit with the 5 year old, but I cannot believe how much the younger kids love it too. They literally play for an hour at a time with them. We took them in the car with us and didn't hear a peep out of any of them. A definite must have for parents of preschoolers!"
2,"""This is really cool""",My 5 yr. old son's words to his friend were come and check this cool thing I got with the excitement usually reserved for a Power Ranger Toy ! He plays with this every morning instead of tv now! What we were impressed with was the hint factor when a game is too hard and also the way the product adjusts to the player's skill. The drawing cartridge is helpful in practicing his writing skills and the games have helped him with his number recognition and his confidence has soared because he realizes he now knows his letters and numbers!This is a fantastic toy which we would recommend to everyone.
2,This will actually keep them interested.,"This was bought by grandpa for my son's 4th birthday. He loves this. He has had it for 1 week and I can not get over what he has learned so far. He'll say ""Mom, I am working on my shapes"" or ""I am working on opposites"". Before this, I would try and sit and work with him on these things and he didn't care. Now he is telling me all about them. The Leapster is absolutely amazing. What a wonderful idea!!! This is the by far the best learning system that keeps the interest of the little ones."
2,Great for Traveling,We bought each of our children a Leapster for our 33-hour car ride. They entertained them most of the way and the children were learning as well. It was great because the Leapsters can even be played at night. Buy some headphones and you cut down on the noise. Each Leapster used 4-AA batteries which lasted at least 20 hours of continuous play.
2,Take good care of your leapsters stylus!,"Both my kids have the Leapster and I have been very pleased up until now. A sylus pen has snapped in half and I am finding it impossible to get a replacement. So take good care of your stylus!You would think you could buy a replacement but I have contacted the manufacture and they are discontinued. New pens are on backorder and to get one I have to just keep calling back every once in a while! Ok I have nothing better to do! I guess I should throw out the game and just buy a new one!If your Leapster breaks take the pen off and sell it on ebay, it should sell fast as the only one on the planet for sale."
2,Hope this one lasts,We got this for our four year old for her birthday. It was a big hit with all ages. Seemed very durable. After about a month we put it a way for awhile and when we got it back out it the pen didn't work. Tried to re-callibrate and had no luck. Luckily we bought it at [store] and had no trouble returning it. All I can say is I hope this one lasts. We have bought the case and three games. The kids love it but I will be taking it back again if it acts up. For the money it should last many years.
2,First review,It turned out smaller than I had thought from the pictures. It is supposed to include ALL the software you would need but it seems limited and you would requie to purchase many more single games. Overall an interesting toy. Easy for the kids to get a hang of its use.
2,well worth the money,"here is a learning tool that we were weary about spending the money on. it has turned out to be one of the best purchases for our 5 year old as of yet. he has not put it down. it is more or less like a palm pilot in color, except plays educational games and uses critical thinking skills. we have the dora and kindergarten cartridges, and my son loves both of them. he is learning sequence, math, having patience to listen to directions, and so much more.a wonderful, wonderful product that i can not say enough about."
2,Great Educational Toy,"Of course this is still a ""video game"", so you don't want your kid to be playing it all day, but I love that my boys want to play it and that they are learning AS they play. These games are very durable. I have all boys and they are HARD on their toys. I bought this for my 4th child since his older brothers already have their own. They have lasted years now. I am very happy with my purchase."
2,LEAPSTER- Run don't Walk....,"This toy is absolutely incredible, I tested it and played with it for almost an hour myself. It is extremely educational and very fun for my 5 year old daughter. She hasn't put it down! The screen is huge, in color and very clear, the sound is very clear and all you do is take it out of the box and it tells your child exactly what to do...it's that simple. There are many different levels and the Leapster assess' your childs ability as they play. This is the answer to the parents prayers of those horrible violent video games...and they are learning to!"
2,Its actually educational!,"My 4 year old daughter has ALOT of toys, the video now, a fake camera, a few computer games but she was having a tough time learning.I thought I would try a Pixter, until I saw the Leapster! Its very easy to use and actually an electronic toy thats educational. We own dora, spongebob, barbie, and every cartridge under the sun! She now counts, spells, and even adds! Shes learning well with the leapster, and I doubt she even knows it. I am so happy I bought this ""gadget"" for her. Its easy to use, doesnt kill bateries (Although we have a re-charger since that Video Now goes through them like theres no tommorow!). Its pretty durable (my 10 month old sons have gotten a hold of it and havent broken it yet!) It shouldnt be dropped or anything, but its held up to slight abuse...I usually dont enjoy purchasing weird electronics for my children, but this leapster was a neccesity... GREAT FOR LEARNING!"
2,Great learning toy!,"I just bought this for my son for his 4th birthday, and he absolutely loves it!!! He has been playing some of my games on my iPhone, and I thought that he might like something of his own (and I would like him playing some more age-appropriate, learning games!). The game that is built in to it, the Frogger type game, took him a few tries to really get the hang of, but now he looks at me with an incredibly proud look on his face every time he makes it to the other side! We also got the Wall-E game to go along with it, and he loves that as well.This was easily his favorite birthday present, and I think it will be a companion for many years to come! (And he still loves to read......this didn't distract him from any of the other things that he likes to do, as I had feared it might!)This is a must have for entertaining, and teaching kids. The size of it is just right for his hands, as well. Love it!"
2,love it,"I have two boys, 4 and 7. They both play with their leapsters. Their favorite games are Spongebob and Batman. We have the older one and it is just fine, plus they both like the built in games. Has been durable too - tossed about in the van a bit."
2,Pleasant Surprise!!!,"I purchased this for my 5 year old granddaughter who's very into Game Boy Advanced, PS2, ect. and was doubtful that she would give this a chance but she did and she chooses it first now!!! She enjoys the Sponge Bob cartridge as well as the drawing cartridge and spends hours sitting with it. I really believe that the voiced instructions let her feel truely independent not like the GBA where she hasn't yet been able to read the instructions. I highly recommend this and hope that they continue to make new cartridges for this to keep it new!"
2,"Was fun, but doesn't last long...","I bought this product for my daughter for Christmas. For my son I bought a game boy advance. After about three weeks of use of the Leapster I had to return the product because of some calibration problems. The replacement only lasted about two weeks as well, and I am currently trying to get a replacement for that since these products are warrantied for a year through Leap Frog, and I think that's the only good part about the 80.00 you spend on it. As far as the disappointment, my children really enjoyed the Leapster system. Maybe Leap Frog will be improving it now... (...)"
2,leapster review,"The leapster is a hand held learning game system with cartridges that can expand the system. It is good for the under 10 age group. The one disadvantage is there are many non-educational games that can also be played on the system and kids get credits to play these games. The credits are very easy to earn, so theoretically, they can use it like a game boy only."
2,problems dont always last,"We received the leapster for our daughter birthday. Within a few months the recalibrated did not work (directions in opackage were wrong) and the touch screen did not work. I called LEAPFROG... THey sent me another one. I sent them the old on back. A few months latter it happened AGAIN. AS a result, they sent me another one. This time, everything was OK. My daughter loved this toy so much I did not want to give it up. But thank GOD for Leapfrog. It seems as though they honor there stuff."
2,On Becoming Teenwise,"This is a helpful book for parents who are having serious problems with their teenaged child. I was looking for a book on the more basic teen behaviors, such as talking back etc, and this book does not really get into the more basic issues."
2,Love Stinks,"The video was really cute and had some of my favorite Hey Arnold! episodes, but the quality of the tape was poor. It was in 6 hour mode so it wasn't as clear as on normal TV, but it was still good. The only other disappointment was that the episodes are restricted to only 1st and the beginning of 2nd season, so there was no Lila (not that that's necessarily a bad thing :) Luckily though, the Valentine episode is from 1st season so it's on there along with some other favorites. All in all, it's definitely worth the money."
2,Handy Training Guide,"This book provides valuable info and tools to train ANY dog! The descriptions and given situations, (not to mention some well placed humor!) prepare you for what could, (and does!) happen when living with our Canine friends!"
2,"The A-Z of living with Wolfdogs, a great guide","A great book, very informative it remains on our table as a go to resource for raising our Wolfdog puppy. I highly recommend this book by Nicole Wilde!"
2,Whether you own or just want the truth about wolfdogs - this is it!,"I loved Nicole Wilde's book! It is very apparent that she is not only very experience but very knowledgeable in working with wolfdogs and her techniques applies to dogs as well. I especially appreciate the positive and down-to-earth approach she takes in tackling everyday situations sometimes associated with owning wolfdogs. In addition, she has a whole section dedicated to nutrition - whether you have a dog or cat! With the recent discoveries of poison in some dog and cat foods, she provides a crucial alternative to feeding packaged foods!"
2,"Brief, but valuable volume on this founding father","John Witherspoon was a unique blend of educator, clergyman, and founding father. There are not many good books on this neglected founding father, and this one is by no means exhaustive, but it does give a good, balanced overview of his role as the president of Princeton College and the only clergyman to sign the Declaration of Independence, among other significant contributions to the founding of the United States of America. The list of his students at Princeton that went on to serve in government roles is staggering by itself, and secures his place in American History.This book merely whets your appetite to know more about Witherspoon, but unfortunately, there are not many other sources to go deeper, so I recommend this great volume about a neglected founder that deserves more attention."
2,Sanus System VM200S TV Wall Mount,"Great product at a great price. Best Buy offered the same product at double the price. It was easy to install, and is a solid product. Also allows just enough room for cabling connect/disconnects. I love it!"
2,Easy to Intall,"Had no trouble installing this wall mount for my 32"" LCD as the instructions were very good. I also saved a lot of money off of what Best Buy wanted for the same mount. Highly recommend getting a tilting mount to help reduce glare which is what this one is. Hardest part is finding the center of 2 studs which is easy if you have a good stud finder and use mini finishing nails to verify the edges of your studs. Great product."
2,Essentail book for Latin American military history,Scheina does an excellent job with the second installment of Latin America;s Wars. This time he focuses on the nations of Latin America and their professional armies. He includes the conflicts in both world wars as well as the various interwar rebellions fought. The book also includes the fight over the Falkland Islands. The Mexican revolution takes up a few chapters of the book but it is a very good analysis. Like his other book this one is really much more of a reference guide to Latin American wars and is a great companion to textbooks. It is a must have for any library on Latin American History.
2,Excellent,This book has TONS of useful information from birth to death. Really is a resource to save!!
2,A value recording with a drawback,"A great recording and inexpesnive. The only drawback is that it lacks the ""frill"" of a libretto. So if you want to understand what is being sung in Egyptian, you're out of luck."
2,Great book!!!,"Ok let's get started. Five stars for Wolves in the Walls by Neil Gaiman Because after I read this book I was laughing my head off! This book starts out when Lucy hears thumping and crunching while she is sleeping and agrees to herself that there are wolves in the walls and goes to tell her mom, dad and her little brother but they think she's being silly. But unfortunately Lucy's right. Read this book!!!!!!!!!!!!!!!!!!!!By: Jake"
2,I'm 26 and I bought this for myself...and I'm not ashamed!,"I love Neil Gaiman and I love Dave Mckean, back from the first edition of Coraline. I bought the book for myself and I'm not ashamed. I love children's literature and I love Neil Gaiman's writing & Mckean's artwork. There is such a Tim Burton-ish, Roald Dahl-esque quality which occurs when these two team up; it's a haunting beauty. I think the story is fabulous, not too scary for young kids, & the art is breathtaking. Beautiful elaborate drawings.A+"
2,Does Your Kid Have a Wry Sense of Humor?,"If so, this book is for them! About half the kids we've seen love (just LOVE!) this book; the others just don't get it.There is great, kid-friendly off-beat artwork and a bit of a wacky sense of humor in the tradition of ""Where the Wild Things Are"". Much of the humor is at the expense of sweet but somewhat clueless parents who first deny the existence of childhood horrors but then permit themselves to be dispossessed of their house when the horrors come out. But, when a brave child faces her horrors all becomes right with the world. Until...Highly recommended."
2,Leapster Review,"I purchased this for my 5 yr old daughter and she really loved it but it caused an issue between her and my 3 year old son. I didn't think a 3 yr old would be able to play with this, but he loves it as well and I should have purchased one for him to avoid the throwdown.Great toy and they will sit (mainly in the car) for quite a while playing with it, especially the part where they color in the scenes and add the moving characters like ghosts, shooting stars, etc. I was worried that my son would destroy this like all other toys, but so far it has held up to some pretty impressive drops."
2,great fun and educational even for some children under 4...,"This is the second Leapster in our home. We bought the pink one for our daughter last Christmas. She was 2.5 yrs at the time. While it was perhaps just a bit advanced, not too much, for our little girl, she still enjoyed. At that age she particularly enjoyed the simple built-in drawing program. On year later she has a few cartridges and enjoys figuring out the different games. This green Leapster was for our son who is only two and some months. Again the Leapster is a little to advanced for a child this age. However I've noticed that our boy also likes the drawing program. The Diego cartridge is definitely too complex for our boy, but we know he'll eventually figure it out. For now he's sharing it with his older sister."
2,Very good for beginners,The book is very easy to understand and it is good for beginners. It explains all the basics of the program.
2,Don't be rough on it...,"We purchased this toy for our son last Christmas, and it was the #1 hit in our house. Both my son (6.5 yrs) and my daughter (4.5 yrs.) loved it. We took it on vacation this April, and a heavy-handed friend of my son's played with it, ruining the screen (he pressed the stylus on the monitor too hard). The screen now has black lines down it and you can't see well anymore. I tried to contact the company via email to see if we could get the screen replaced, and they NEVER REPLIED.So, I'd have to lean toward the ""buyer beware"" camp of these ratings. My son is very dissappointed.Good luck..."
2,leapster,We have a 4 year old that just loves the leapster. We are very pleased with it as well. One complaint-One of the choices that comes loaded into the game is a series of ads for other cartridges. I feel this is inappropriate. I can see including a leaflet or booklet in the product packaging but to actually load this into the game is not right.
2,GREAT TOY,"I bought the Leapster two years ago for my then 4 yr old...when it first came out. It has really been a great toy. My daughter loves it. When my younger child started playing with it, we bought him one, too. They still play it frequently....especially on trips in the car. They will be getting more cartridges this Christmas. I highly recommend this toy for it's educational and entertainment value.The Leapster does go through a lot of batteries - - though I certainly don't have to change them as often as some of the other reviews have suggested. I know there is a recharging station you can purchase, which might solve the proble...though I haven't found it necessary get one. Overall this has been a great buy for my family. You won't regret giving this to your child for Christmas! I hope they continue to come out with more cartridges! Way to go Leapfrog!"
2,has my vote,I manage an afterschool program for k-8. The kids love playing the game and I love the leapster since all the games are educational. I also love the fact that the games work with all the styles of leapster.
2,"Amazing, cheap, educational video games for the young ones",I bought this off a personal reference of how great it was. Well i wasn't disappointed. The only thing i was disappointed about was they release a 2nd version about a month after my purchase. The nice thing about this one is that the new games are backwards compatable and the pen/stylus is attached so you can't loose it. My son played this for hours and hours when we got it in the mail. He still plays it on a regular basis (it lost some of its cool value) but it is still a very entertaining/educational game system. You can get just about any disney/pixar character you want in a game.
2,Not so durable,"We purchased the Leapster for our daughter last Christmas and she likes it (although she says she would rather have a DS). However, last month she was sitting on a step stool (very low to the ground) and the Leapster slipped out of her hands and fell to the tile floor. The leapster has not worked since and I have tried everything. This is a children's toy and should be able to withstand a fall to the floor without permanent damage. We were very disappointed and could not even blame our daughter. It was just an accident. That having been said, we are shelling out for a new one this Christmas, but be warned and do not drop it."
2,Great Choice!!,"I had purchased the leap pad for my daughter and she barely looked at it. I was scared to spend the money on this thinking the same thing would happen, but it didn't. As soon as we opened it and put the batteries in she was using it. It was very easy for her to navigate and she is 5 years old. We have the Dora and Drawing cartridges. She takes it in the car and we take it to resturants to entertain her while we wait for our food. If your thinking about it BUY it... It is worth it. The initial batteries lasted a long time too."
2,Leapster,"this is a great system, my grandson loves it and it is durable enough for ""the moose"" otherwise known as Alex!!"
2,What a great toy for kids all the way upto age 8 or more,"I just bought Leapster for my 6 year old for Christmas. I was a little hesitant because Amazon's recommended age was upto 6, eventhough the manufacturer's age was upto 8. There are plenty of cool educational games and activities in the Leapster to keep her entertained and challenged for quite a while yet. And the back of the box said they will be releasing software soon for second graders. I cannot even begin to tell you how smooth the animation and graphics are on this toy. Also If a player cannot accomplish the game at the level they are trying, it stops and gives a quick tutorial to help them and then encourages them to try again. If they still can't get it, the game knows to get easier. It's absolutely amazing. I'm glad I spent the money on it and I know she's going to love it."
2,Great Item!,My son loves his leapster. There are a great deal of games that he is able to play that are fun and educational. And it works great on airplanes.
2,Great toy!!!,"I am a grandmother of a 4 year old boy and he loves this toy. It is educational, easy to use, and I love to play it too. It is one of the few electronic toys that does not make him hyper and he will study the tasks and play for long periods of time. It is the best toy he got for Christmas I think and he does too!!"
2,Great choice,"I bought this toy for my 4 1/2 year old son. His 7 year old brother has a gameboy his grandma gave him last year, and I thought that this would be a better choice. I was so right! The older boy got 2 new games for his gameboy, but hardly touched them because he was playing with the Leapster. I look forward to the recharger coming since we are already on our second set of batteries (which is why I gave it a 4 for durability.) I am glad they both like it because for $80 + extra cartridges, you don't want a one use toy. And I don't have to feel guilty letting them play!"
2,Screen not the best quality,"My 3 year old loves her leapster, but like everyone else we are on the 3rd one in a year. Her's is not mistreated but we have have a multitude of problems each time. My number one complaint is that the screen could be a little clearer. Other than that she loves it!! Leapfrog will replace them when they tear up."
2,Excellent educational toy!,"Well, I just got this for my 4.5 year old son for Christmas, after a long anticipated wait. I am very impressed! The screen is bigger than I thought it would be. I stayed up all night playing the games! We purchased the Kg., Dora, and Spongebob cartridges and can't wait to purchase the Drawing and Alphabet cartridges when they become available. There is also a Pre-Kg. cartridge becoming available soon. There is a charging dock that will be available soon as well as a carrying case that will hold the Leapster and 6 cartridges. After falling in love with the concept of the LeapPad Books, I have focused most of our son's presents and friend's presents on LeapFrog products. This product is more than worth the money. I was just about to consider another handheld video game for Christmas and then I found out that LeapFrog was releasing the Leapster. I, of course, knew it would be of great quality and am highly impressed with the games and their educational quality."
2,Great alternative to Gameboy!,"My kids love this, and they are from 7-12. Lots of games to buy with it. It is foremost a learning tool and then they get rewarded when they do well by letting them play a few mindless games (like arcade) in between. Highly recommended."
2,Great starting at age 3!,"We bought this a couple of years ago when our son was 3. It was a bit advanced at the time, but he loved trying to play it anyway. As he has grown, it has stayed a favorite in our house. The original games we bought have become educational at different levels and there are always new games. We only own 4 games and he is never bored with it. I think it is a great gift for boy or girl ages 3-6 and feel it is something they will use for years.I do recommend getting the charging station, as batteries tend to wear out. We bring the charging station on trips so we can charge it before the next car ride.We don't have any other accessories, but it would be nice to have a container that holds the Leapster and the games together.If you have someone under 3, the My First LeapPad was great and we passed it on to our younger child when our first upgraded to the Leapster."
2,Wonderful!,"We bought this for our 4 year old daughter yesterday and we can already tell she is going to love it. I expected that I would have to help her at first but she was so interested in it I was just left to sit and watch her play! She got the knack of playing the games and using the stylus quickly since everything is explained as you play. The games installed on the leapster are great: art studio, memory game, shape sorting, all things she loves to do. We bought extra game cartridges (princess and letter factory)when we bought the Leapster, we thought she might need them. But we have put them aside for later gifts because she seems thrilled with the games it has for now."
2,Love It,"My son was given this on his 4th b-day, he absolutely loves it and so do I! It has taught him alot and the only reason I rated a 4 and not a 5 is because of the battery situation!! Ouch!"
2,We love it!,"I bought this for my son's birthday in November of 2006. I had the choice of getting him the leapster or the leapster l-max.I chose this one because the screen was bigger and it had all the same features, plus, I wanted something portable, I mean we have learning games for the computer, so I wouldn't have to move my husband's gamecube and other systems that he has going on (a plus for that).Fromt he moment he received it, he's been addicted, he calls it his gameboy and he doesn't realize he's learning new stuff while he's using it. I love how he gets soooooo excited when he gets a lil star or a congratulations o something.The Leap Frog toys are great, I'll be a Leap Frog mommy for life!"
2,Great learning device!,"I bought this for my daughter her 5th birthday. She has been playing it almost nonstop. I am delighted to see that she knows so much, she is learing all the basic kindergarten materials while playing video games and listening to stories.The cartidges are great and include most of her favorites tv characters, and of corse the Disney princesses."
2,Believe the hype!,"After having my son completely ignore the LeapPad and PowerTouch systems, I was hesitant to spend my money on the Leapster. Having such good reviews, I decided to give it a go. Finally, a toy that will keep my 4-year old son's attention! By far, this is the most he has EVER played with any toy. We started with the Dora cartridge and the one that comes with the game. Both cartridges have several ""games"", each with three levels. He has easily mastered the first level of each and is working now on the second level. I love the fact that they have designed the cartridges to provide progressive learning experiences. We also bought the Kindergarten cartridge recently and he loves that as well. I would encourage buyers to get some type of carrying case, as the cartridges are rather small and get easily misplaced in a 4-year old's room!"
2,A huge hit at our house!!,"My seven year old and four year old both LOVE the leapster. We have had it for a few months now and, unlike the leap pads they both have, it isn't one of those toys that they get bored of after a few uses. It is still used on a daily basis. Every child that comes over to play (from ages 2 to about 8 yrs) takes instantly to the Leapster. My only complaint is that now I have to buy another one b/c they all want to use it so much! (and sometimes they have to fight mommy to play it to, lol)The pros, it is small and very portable. It doesn't have the books to keep track of, like the leap pads do. It is VERY interactive with various levels on the games to suit kids of various ages. I would recommend buying the carrying case as well though b/c it is an easy place to store the games so they don't get lost. As a mom, the best part is that it is so educational. They are so creative with incorporating math, etc though, that the kids don't even notice they are learning!"
